Epoch,Training Loss,Training Accuracy,Validation Loss,Validation Accuracy
1,4.114392658559288,7.677045177045177,3.6301146837381215,11.613691931540343
2,3.5119599493538463,13.27838827838828,3.223530099942134,18.948655256723715
3,3.1473574115008844,20.283882783882785,2.877860399392935,26.894865525672373
4,2.8259383341161217,25.854700854700855,2.343232865516956,35.57457212713936
5,2.5598253244306983,31.272893772893774,2.089016841008113,41.32029339853301
6,2.3686035202770697,35.714285714285715,1.819416105747223,47.06601466992665
7,2.2027012830827295,40.7967032967033,1.7991987558511586,47.31051344743276
8,1.9994453877937504,44.642857142857146,1.8544897528795095,49.38875305623472
9,1.8775602747754352,47.4969474969475,1.3900869121918311,60.14669926650367
10,1.7432526041821736,51.9993894993895,1.4062478588177607,60.26894865525672
11,1.6306239506093467,54.83821733821734,1.2313055992126465,66.62591687041565
12,1.5046251407483728,57.7991452991453,1.0480164816746345,69.68215158924205
13,1.4055406616955268,60.653235653235654,0.9258430004119873,73.10513447432763
14,1.3493478434841808,62.25579975579976,0.9965747205110697,72.12713936430318
15,1.2479012038649582,64.54517704517704,1.0159321289796095,71.14914425427872
16,1.238691067114109,64.86568986568986,0.8328538502638156,77.50611246943765
17,1.1747282692571965,67.13980463980464,0.9081982099092923,75.55012224938875
18,1.0991139158969971,69.04761904761905,0.7291042592663032,80.19559902200488
19,1.047318395754186,70.26862026862027,0.7892235551889126,78.97310513447432
20,1.02179088505303,71.45909645909646,0.7566969738556788,79.09535452322739
21,0.9692303708413752,72.37484737484738,0.6707686976744578,83.00733496332518
22,0.9426768134279949,72.93956043956044,0.5833553528556457,83.86308068459658
23,0.8950127722286596,74.92368742368743,0.5593112724331709,83.12958435207824
24,0.8784369960063841,75.1984126984127,0.6762468253190701,81.78484107579462
25,0.8593044112368328,75.51892551892551,0.5470706585508126,86.0635696821516
26,0.8110300487134515,76.98412698412699,0.5462312514965351,87.28606356968216
27,0.8084756372178473,77.38095238095238,0.5995840292710525,85.94132029339853
28,0.7926730159579254,77.73199023199024,0.4758341530194649,88.26405867970661
29,0.7264670259341961,79.2887667887668,0.6625576397547355,83.74083129584352
30,0.7427187463132346,78.69352869352869,0.49946409406570286,87.1638141809291
31,0.7366430644581957,79.04456654456655,0.48976291028352886,88.01955990220048
32,0.6862432956695557,81.05921855921856,0.5414957765203255,86.43031784841075
33,0.6950025882662796,80.44871794871794,0.45258386031939435,89.119804400978
34,0.6578047402748247,81.12026862026862,0.4727964862607993,87.77506112469437
35,0.6286900454904975,81.33394383394383,0.443453714538079,88.63080684596576
36,0.5988991558551788,82.70757020757021,0.4342969862314371,89.60880195599022
37,0.6121667444705963,82.28021978021978,0.3747896019082803,91.56479217603912
38,0.6131235377090734,82.2039072039072,0.4107565020139401,90.95354523227384
39,0.6025564757789054,82.64652014652015,0.3869790858947314,91.44254278728606
40,0.6434921748754455,81.28815628815629,0.511525935994891,87.53056234718827
41,0.6001769576130844,83.08913308913309,0.5324561045720027,88.87530562347189
42,0.5673551278143394,83.73015873015873,0.43865040073601097,90.2200488997555
