Epoch,Training Loss,Training Accuracy,Validation Loss,Validation Accuracy
1,4.184075252021231,5.967643467643468,3.842018640958346,7.090464547677262
2,3.6052152238241058,12.179487179487179,3.2744119579975424,17.970660146699267
3,3.241503962074838,18.00976800976801,2.8841048570779653,24.08312958435208
4,2.9669179579106775,22.664835164835164,2.7482033417775082,26.283618581907092
5,2.7443920577444683,27.426739926739927,2.3819587574555325,35.45232273838631
6,2.535000220740714,31.99023199023199,2.1586142503298245,41.93154034229829
7,2.3473563740893106,35.592185592185594,1.9871806914989765,45.47677261613692
8,2.22739872060171,39.43833943833944,1.81855357839511,50.24449877750611
9,2.0950010363648577,42.414529914529915,1.7161843960101788,52.32273838630807
10,2.0152501362126047,44.78021978021978,1.851590096950531,52.44498777506112
11,1.9177651108765021,47.05433455433455,1.5416869498216188,57.57946210268948
12,1.8445293659117163,49.43528693528693,1.5313563650617232,58.43520782396088
13,1.7364339944792957,51.8009768009768,1.3227278555815036,62.10268948655257
14,1.67276160949614,54.288766788766786,1.6727160656681428,55.867970660146696
15,1.6148884142317423,54.853479853479854,1.2157601318680322,67.84841075794621
16,1.5612471670639225,56.66971916971917,1.181173056937181,68.7041564792176
17,1.470433789055522,58.73015873015873,1.0464468585470548,70.53789731051344
18,1.4540630012023739,59.55433455433455,1.20923262490676,66.50366748166259
19,1.3919680639011105,61.18742368742369,1.0569397914581573,70.04889975550122
20,1.2891526245489353,63.44627594627595,0.9541750166278619,72.61613691931541
21,1.213906122707739,65.72039072039072,0.9192262711719825,73.71638141809291
22,1.1985358491176512,65.87301587301587,0.8555964768792574,77.13936430317848
23,1.1886736939593059,66.05616605616606,0.8838558544834646,77.50611246943765
24,1.103338341742027,68.57448107448107,0.8561267291124051,77.01711491442543
25,1.080075617243604,69.55128205128206,0.8249194923645029,78.239608801956
26,1.036509509348288,71.04700854700855,0.7692604888803684,79.95110024449878
27,0.9840523886971357,72.11538461538461,0.6889751628041267,82.15158924205379
28,0.9551931737399683,72.63431013431014,0.6915759504414521,81.90709046454768
29,0.9740471083943437,72.61904761904762,0.7089316303340288,80.80684596577017
30,0.9075532737301617,74.66422466422466,0.7587133806485397,81.66259168704157
31,0.8830893785488315,74.95421245421245,0.6873908259261113,82.76283618581907
32,0.8711097294237555,76.11416361416362,0.6009554212483076,85.08557457212714
33,0.8201158160116614,76.75518925518925,0.6193323022184464,84.96332518337408
34,0.7979883044231229,77.04517704517704,0.7737478053358455,81.05134474327629
35,0.804029584512478,77.4114774114774,0.5816689773122422,85.20782396088019
36,0.7575983537406457,78.67826617826618,0.6088417669973121,83.12958435207824
37,0.7798478697858205,78.02197802197803,0.5755435148110757,84.22982885085574
38,0.7246856596411728,78.93772893772893,0.5642491470162685,86.3080684596577
39,0.753747908516628,78.52564102564102,2.174084266790977,53.54523227383863
40,0.8389078814808916,76.34310134310134,0.526142324679173,86.18581907090464
41,0.6753921283454429,80.43345543345544,0.5799441316451591,86.0635696821516
42,0.644597593894819,81.27289377289377,0.5031014550835468,86.3080684596577
43,0.6513976813089557,81.47130647130648,0.599230402865662,86.18581907090464
44,0.6347094854203666,81.65445665445665,0.45827093103882643,88.26405867970661
45,0.6353724747896194,82.52442002442002,0.5394911842259507,85.69682151589242
46,0.6156750852741846,82.44810744810745,0.5016761316129794,88.63080684596576
47,0.6053425541011298,82.86019536019536,0.5302351514020791,87.53056234718827
48,0.5813570326421319,83.08913308913309,0.6339678016956896,84.22982885085574
49,0.590876788555122,83.63858363858364,0.5209428574889898,87.89731051344744
50,0.5742975675478215,83.60805860805861,0.47125500137022197,87.89731051344744
51,0.5647627692397048,84.1117216117216,0.568066030024336,87.77506112469437
52,0.5515730094618914,84.05067155067155,0.5918099478316995,85.69682151589242
53,0.5779749945169542,83.66910866910867,0.5211280752689793,89.119804400978
54,0.5703477018490071,83.63858363858364,0.4840409250732941,89.48655256723717
