Epoch,Training Loss,Training Accuracy,Validation Loss,Validation Accuracy
1,4.047676834246007,8.608058608058608,3.766814259382395,11.124694376528117
2,3.4789611874557123,13.91941391941392,3.1193421070392313,18.459657701711492
3,3.1444910677467903,19.35286935286935,2.921406544171847,26.03911980440098
4,2.8294451829863756,26.602564102564102,2.4843415847191443,33.863080684596575
5,2.60800894760504,30.57081807081807,2.6818571228247423,33.618581907090466
6,2.4461837064929126,33.66910866910867,2.0529899367919335,42.909535452322736
7,2.2156127912242236,39.43833943833944,2.0300309233940563,44.49877750611247
8,2.1387925898156515,41.83455433455433,1.8299027933524206,48.41075794621027
9,1.9675185738540277,45.314407814407815,1.8763278287190657,50.24449877750611
10,1.8508409971144142,49.77106227106227,1.4458881398806205,59.53545232273839
11,1.7430935705580362,51.66361416361416,1.3366378918290138,62.71393643031785
12,1.6152534397636973,55.32661782661783,1.1789257377386093,66.62591687041565
13,1.539437452176722,56.562881562881564,1.1391560526994557,66.87041564792176
14,1.410743308358076,59.798534798534796,1.033652656353437,71.14914425427872
15,1.3977192654842283,61.172161172161175,1.1879493582707186,66.13691931540342
16,1.3312642632461176,62.16422466422466,1.0988124488637998,70.90464547677261
17,1.2608998144545207,64.95726495726495,0.8439039221176734,76.5281173594132
18,1.1842546210056397,66.7887667887668,0.814493095358977,78.85085574572128
19,1.159608175405642,66.6971916971917,0.747251721099019,80.07334963325184
20,1.1094227915856896,68.1929181929182,0.728714571835903,81.54034229828851
21,1.0422091819891115,70.65018315018315,0.7502149364266258,78.85085574572128
22,1.0025002306554376,71.6117216117216,0.6054974141745613,83.61858190709046
23,0.9576120597560231,73.33638583638583,0.727305349535667,80.07334963325184
24,0.9402229480627107,73.03113553113553,0.6142129280532782,82.64058679706602
25,0.913947920246822,74.35897435897436,0.5446792305805362,84.71882640586797
26,0.8724811453644822,75.21367521367522,0.5462486702375687,85.33007334963325
27,0.839310449216424,76.26678876678876,0.5705744901385444,83.98533007334963
28,0.7888259825183124,76.93833943833944,0.5622625186179693,84.10757946210269
29,0.7630784207727851,77.91514041514041,0.553982219264771,85.94132029339853
30,0.8003451295015288,77.06043956043956,0.5165293777648073,86.91931540342298
31,0.7608846428917675,77.7014652014652,0.6044177464567698,84.71882640586797
32,0.7358984132365483,78.93772893772893,0.5273964940212094,85.94132029339853
33,0.7275842435476256,79.54822954822954,0.4751756979295841,88.38630806845966
34,0.7231236321897041,79.2887667887668,0.4574045279385665,88.38630806845966
35,0.6567641219714793,81.10500610500611,0.49153607084344214,87.77506112469437
36,0.6744915575515933,81.18131868131869,0.46929062689797807,89.85330073349633
37,0.6510456141175294,81.45604395604396,0.4640546105802059,88.63080684596576
38,0.6291219715665026,82.08180708180709,0.4515387981127088,88.50855745721272
39,0.5997440649241936,82.82967032967034,0.3838813068398919,90.46454767726162
40,0.5930185805733611,82.47863247863248,0.4340442821670037,89.85330073349633
41,0.5775120129672492,83.37912087912088,0.5376078879747254,86.55256723716381
42,0.6041905373334885,83.01282051282051,0.3987073580680702,90.34229828850856
43,0.5902501436268411,83.27228327228327,0.3683181363157928,90.58679706601467
44,0.5606049787707446,84.03540903540903,0.37059130541120583,91.68704156479218
45,0.5319111885094061,84.2032967032967,0.3586748153544389,91.93154034229829
46,0.5437158579506525,84.38644688644689,0.5028450546356348,88.87530562347189
47,0.5147971761662785,85.43956043956044,0.4289781409942617,90.34229828850856
48,0.5050721104915549,85.6074481074481,0.4473360671858805,89.24205378973105
49,0.5000211045145988,85.57692307692308,0.44332302796940964,88.99755501222494
50,0.49558981453500145,85.83638583638583,0.41277383040421856,91.44254278728606
51,0.4995889036393747,85.82112332112332,0.4158480146434158,91.0757946210269
52,0.4940571300140241,86.46214896214896,0.4994993832571289,89.85330073349633
53,0.47256518344326714,86.17216117216117,0.4069774850414923,91.32029339853301
54,0.46587069041845275,86.64529914529915,0.3476939031567711,92.05378973105134
55,0.454779589176178,86.53846153846153,0.3872890575215794,91.56479217603912
56,0.4800791920685187,86.38583638583638,0.42914590284299964,90.95354523227384
57,0.4721689621122872,86.38583638583638,0.4340962583485704,91.32029339853301
58,0.42865021374167467,87.68315018315019,0.42118672276130664,91.32029339853301
59,0.4183254653724228,87.95787545787546,0.44046075938632173,89.85330073349633
60,0.43489283170641924,88.03418803418803,0.4445578968510605,90.09779951100245
61,0.411597355436988,87.89682539682539,0.42060723680053624,91.93154034229829
62,0.4328648559385683,87.65262515262515,0.33928521504052556,93.52078239608802
63,0.399032498532679,88.64468864468864,0.4075816408910144,91.80929095354523
64,0.38726623478095706,88.94993894993895,0.3980883172032638,91.19804400977995
65,0.38950697445287935,88.81257631257631,0.33730260325739014,92.78728606356968
66,0.3707598112705277,89.40781440781441,0.35304208187153563,93.76528117359413
67,0.3960485047683483,88.85836385836386,0.36391277704387903,93.39853300733496
68,0.3896235111646536,89.1025641025641,0.3413601414515422,92.78728606356968
69,0.40286114357593583,88.32417582417582,0.43307184755730516,91.68704156479218
70,0.359103306928059,90.17094017094017,0.3358119199049095,93.64303178484107
71,0.3527877929007135,90.06410256410257,0.31064543934861344,94.37652811735941
72,0.3519570042810789,89.57570207570208,0.35496975558131594,92.78728606356968
73,0.33983739754412234,90.49145299145299,0.42449155227782637,91.68704156479218
74,0.36790003247740793,89.63675213675214,0.3166838244606669,93.03178484107579
75,0.337845872887751,90.47619047619048,0.28484032138322407,94.37652811735941
76,0.34388187292327244,90.29304029304029,0.33896328351245475,93.27628361858191
77,0.32844674261059703,90.85775335775335,0.3628141353840944,92.66503667481662
78,0.3253170622012964,90.49145299145299,0.41159584342900557,92.1760391198044
79,0.36997660138621563,89.45360195360195,0.2944548945043397,93.27628361858191
80,0.33594354311140573,90.61355311355311,0.3743436784626773,92.90953545232274
81,0.327342718299024,90.76617826617827,0.3363904374206098,93.8875305623472
82,0.32530026988285343,90.75091575091575,0.34055610567044753,92.90953545232274
83,0.3243264564472001,90.67460317460318,0.37666326774678266,92.66503667481662
84,0.3343651889300928,90.33882783882784,0.3781265718414663,92.1760391198044
85,0.34026806203693877,90.61355311355311,0.3509635103758998,93.27628361858191
86,0.2910613603072196,91.498778998779,0.40243318246435733,93.64303178484107
87,0.3066530985257975,91.39194139194139,0.34323804295630767,94.62102689486552
88,0.3118294711520032,90.91880341880342,0.3854987912166577,93.52078239608802
89,0.3059512189021561,91.02564102564102,0.44199629169172394,91.80929095354523
90,0.326089776380033,90.8882783882784,0.38399698355239636,93.39853300733496
91,0.2935759969600817,91.72771672771673,0.367435748889805,93.64303178484107
92,0.3035473207602414,91.46825396825396,0.3326097722993626,94.1320293398533
93,0.30539008483472396,91.55982905982906,0.32246618849547726,93.39853300733496
94,0.27555136447999534,92.29242979242979,0.37875176529409005,94.1320293398533
95,0.26781294780170045,92.36874236874237,0.3278996235256692,94.00977995110024
96,0.313744925007951,91.33089133089133,0.3905388535826765,92.05378973105134
97,0.2843527594172373,92.01770451770452,0.36097291887227373,93.76528117359413
98,0.2977289496761997,91.63614163614163,0.3780705036712719,93.03178484107579
99,0.2822819875053516,92.2008547008547,0.28644465463003144,94.25427872860635
100,0.2682775804636682,92.46031746031746,0.3050729220849462,94.62102689486552
